Naira/GBP,Naira/USD,Naira/Yuan
382.81,305.00,44.37
378.60,305.00,44.39
379.21,305.00,44.40
375.36,304.75,44.28
374.17,304.75,44.22
372.74,304.75,44.16
373.96,305.00,44.22
372.28,305.25,44.22
371.06,305.20,44.15
371.06,305.30,44.17
370.88,305.30,44.13
373.50,305.50,44.19
370.87,305.75,44.22
373.20,306.00,44.26
377.85,306.25,44.36
378.80,306.50,44.37
380.34,307.00,44.43
382.83,307.00,44.54
382.37,307.25,44.60
384.19,307.50,44.64
382.67,306.50,44.49
385.75,306.30,44.53
384.31,306.15,44.46
381.25,306.00,44.40
381.49,305.90,44.39
381.88,305.85,44.38
382.22,305.80,44.38
380.32,305.75,44.37
381.36,305.70,44.32
380.84,305.70,44.30
379.86,305.65,44.30
378.88,305.65,44.27
380.20,305.60,44.27
381.97,305.60,44.34
382.98,305.55,44.34
387.19,305.50,44.36
392.84,305.50,44.36
391.07,305.50,44.37
389.74,305.50,44.32
391.22,305.45,44.36
391.68,305.40,44.35
391.80,305.40,44.31
393.57,305.35,44.29
395.15,305.35,44.27
394.20,305.30,44.27
394.54,305.25,44.28
393.19,305.20,44.25
395.17,305.20,44.20
395.26,305.20,44.20
394.04,305.15,44.18
395.14,305.10,44.18
392.79,305.10,44.18
393.12,305.10,44.20
394.28,305.10,44.24
392.81,304.95,44.25
395.40,304.95,44.25
397.47,304.95,44.24
396.92,304.95,44.26
396.77,304.95,44.25
395.61,304.90,44.23
395.36,304.90,44.25
395.09,304.90,44.38
391.31,304.85,44.44
392.22,304.90,44.45
391.61,304.90,44.74
392.32,304.95,44.77
392.08,305.00,44.70
393.91,305.05,44.82
393.88,305.05,44.88
393.85,305.10,44.87
394.89,305.10,44.88
388.85,305.10,44.88
386.99,305.15,44.88
388.31,305.20,44.89
388.73,305.20,44.89
388.89,305.25,44.84
389.80,305.25,44.79
390.75,305.30,44.77
387.00,305.30,44.71
387.98,305.35,44.72
386.97,305.35,44.68
388.50,305.35,44.64
392.35,305.40,44.90
396.10,305.40,45.01
396.47,305.40,45.03
395.56,305.45,44.94
394.95,305.45,44.89
394.55,305.50,44.90
395.50,305.50,44.90
394.10,305.50,44.93
393.45,305.50,44.88
394.61,305.50,44.90
393.42,305.45,44.99
395.28,305.45,45.02
397.02,305.40,45.05
398.82,305.40,45.10
397.29,305.35,45.22
398.12,305.35,45.20
395.30,305.30,45.07
396.74,305.30,45.09
398.05,305.25,45.22
398.90,305.25,45.20
398.07,305.20,45.18
401.31,305.20,45.28
399.56,305.15,45.25
400.39,305.15,45.35
402.85,305.10,45.39
403.46,305.10,45.36
400.56,305.05,45.37
401.08,305.05,45.38
397.66,305.00,45.38
397.20,305.00,45.50
396.26,305.05,45.67
396.50,305.05,45.84
395.96,305.10,45.76
395.90,305.10,45.71
392.64,305.15,45.64
392.85,305.15,45.59
392.79,305.15,45.67
393.13,305.20,45.73
393.10,305.20,45.74
391.67,305.25,45.80
391.09,305.25,45.81
391.54,305.25,45.81
391.67,305.30,45.85
394.23,305.30,46.07
395.67,305.35,46.27
394.63,305.35,46.30
392.59,305.35,46.24
395.86,305.40,46.60
398.52,305.40,46.78
399.83,305.45,47.02
403.56,305.45,47.24
403.66,305.50,46.77
405.67,305.50,46.70
405.73,305.50,46.75
407.44,305.45,46.56
414.71,305.45,46.65
413.45,305.40,46.46
411.98,305.40,46.36
413.57,305.35,46.41
411.70,305.35,46.31
414.36,305.35,46.32
411.91,305.30,46.07
409.74,305.30,46.04
409.53,305.30,45.98
410.20,305.25,45.85
408.64,305.25,45.86
404.33,305.20,45.87
405.15,305.20,45.87
401.85,305.15,45.86
399.20,305.15,45.86
401.76,305.10,46.42
402.40,305.10,46.26
402.88,305.05,46.29
400.68,305.05,46.18
404.32,304.50,46.28
405.59,305.05,46.06
402.45,305.05,46.03
401.88,305.10,46.07
402.15,305.10,46.09
402.31,305.15,45.94
401.88,305.15,46.01
401.80,305.20,45.91
404.60,305.20,45.98
403.27,305.25,45.87
399.66,305.25,45.93
402.69,305.30,46.03
403.64,305.30,46.18
406.15,305.35,46.18
403.83,305.35,46.07
399.95,305.40,46.03
400.41,305.40,46.02
401.08,305.40,46.06
400.63,305.45,46.00
400.78,305.45,45.97
402.37,305.45,45.99
399.90,305.50,46.01
400.33,305.50,46.11
402.25,305.50,46.04
402.77,305.45,46.06
403.10,305.45,46.03
404.41,305.40,46.03
404.04,305.40,46.14
404.59,305.40,46.37
406.36,305.35,46.22
406.97,305.35,46.22
407.51,305.30,46.25
405.93,305.30,46.21
409.19,305.25,46.17
410.74,305.50,46.29
413.87,306.50,46.32
410.88,306.35,46.25
409.09,306.00,46.22
407.95,305.95,46.24
410.82,305.90,46.20
409.11,305.85,46.21
408.33,305.80,46.20
408.55,305.80,46.26
410.35,305.75,46.26
409.61,305.75,46.18
408.93,305.70,46.28
408.78,305.70,46.45
409.36,305.65,46.41
408.56,305.65,46.45
408.99,305.65,46.61
409.87,305.60,46.73
410.51,305.55,46.92
412.97,305.50,47.03
414.14,305.50,46.97
414.22,305.45,47.00
414.07,305.45,47.05
413.88,305.45,46.99
413.60,305.40,46.78
413.54,305.40,46.92
413.78,305.35,46.90
411.09,305.30,47.23
416.34,305.30,47.41
420.55,305.30,47.34
419.78,305.25,47.42
420.76,305.25,47.49
423.59,305.20,47.62
423.59,305.20,47.63
424.40,305.15,47.61
424.95,305.15,47.88
431.26,305.10,48.28
435.05,305.15,48.28
434.81,305.15,48.19
429.42,305.20,48.32
431.19,305.20,48.49
432.41,305.20,48.48
434.13,305.25,48.53
434.19,305.25,48.50
428.95,305.30,48.63
424.24,305.30,48.67
424.31,305.35,48.22
426.64,305.35,48.49
422.48,305.35,48.24
423.16,305.40,48.10
424.57,305.40,48.11
423.16,305.40,48.08
429.25,305.45,48.08
429.49,305.45,48.09
428.04,305.50,48.09
427.21,305.50,48.09
425.44,305.50,48.01
424.33,305.45,48.19
427.57,305.45,48.41
428.42,305.45,48.37
425.76,305.40,48.29
422.77,305.40,48.08
419.76,305.35,48.10
421.17,305.35,48.15
421.93,305.35,48.17
424.52,305.30,48.30
423.12,305.30,48.15
423.48,305.30,48.19
422.05,305.30,48.22
423.35,305.25,48.20
424.47,305.20,48.32
427.04,305.25,48.30
425.46,305.25,48.24
426.22,305.25,48.17
428.81,305.20,48.17
427.52,305.20,48.20
428.78,305.20,48.17
433.17,305.20,48.25
431.10,305.20,48.57
434.11,305.15,48.54
430.11,305.15,48.49
432.03,305.15,48.52
429.53,305.15,45.59
392.85,305.15,48.39
428.42,305.10,48.38
427.96,305.10,48.38
427.54,305.10,48.30
430.86,305.10,48.49
432.41,305.05,48.53
432.16,305.05,48.52
433.26,305.05,48.56
435.03,305.05,48.54
436.45,305.10,48.53
437.03,305.10,48.56
434.00,305.10,48.59
434.43,305.10,48.48
428.60,305.10,48.36
426.05,305.15,48.37
426.20,305.15,48.24
425.35,305.15,48.23
426.39,305.15,48.12
419.64,305.15,48.18
419.01,305.20,47.98
416.45,305.20,48.06
415.26,305.20,47.98
414.00,305.20,47.93
412.88,305.25,47.93
412.36,305.25,47.90
414.87,305.25,48.05
413.00,305.25,48.20
414.32,305.30,48.17
414.72,305.30,47.97
412.80,305.30,47.88
411.86,305.35,47.94
412.59,305.35,47.85
411.98,305.35,47.80
410.24,305.35,47.95
410.59,305.40,47.80
406.70,305.40,47.83
409.48,305.40,47.78
407.77,305.40,47.72
406.68,305.45,47.56
406.46,305.45,47.66
407.65,305.45,47.60
406.83,305.50,47.69
409.13,305.50,47.69
408.39,305.50,47.75
410.04,305.45,47.76
409.79,305.45,47.65
409.12,305.45,47.67
408.32,305.40,47.66
408.59,305.40,47.70
407.31,305.40,47.74
408.80,305.35,47.10
401.93,305.35,47.15
402.57,305.35,46.96
403.33,305.30,46.96
405.65,305.30,46.67
405.59,305.30,46.39
404.40,305.30,46.23
402.50,305.25,46.05
399.45,305.25,46.10
401.80,305.25,45.77
400.92,305.25,45.87
402.50,305.20,46.01
403.29,305.20,45.96
404.97,305.20,45.91
403.66,305.20,46.14
407.45,305.25,45.94
404.76,305.25,45.69
404.58,305.25,45.73
403.21,305.30,45.55
401.41,305.30,45.70
405.32,305.30,45.62
402.75,305.30,45.42
397.69,305.35,45.04
396.31,305.35,45.05
399.46,305.35,44.97
401.26,305.35,44.97
400.62,305.40,45.12
401.94,305.40,45.08
402.73,305.40,44.81
400.53,305.40,44.76
400.59,305.40,45.06
399.46,305.35,44.88
401.12,305.45,44.60
398.00,305.45,44.69
397.94,305.45,44.59
395.10,305.50,44.74
396.23,305.50,44.67
393.15,305.50,44.80
394.16,305.50,44.59
390.37,305.50,44.36
390.40,305.55,44.38
390.19,305.55,44.17
388.23,305.55,44.30
388.23,305.60,44.41
389.18,305.60,44.53
390.16,305.60,44.42
393.58,305.60,44.63
392.57,305.60,44.77
393.25,305.60,44.93
394.90,305.65,44.75
393.98,305.65,44.72
397.93,305.65,44.69
396.76,305.65,44.78
393.43,305.65,44.68
392.34,305.70,44.73
392.21,305.70,44.74
395.51,305.70,44.66
397.26,305.70,44.54
395.79,305.75,44.52
397.84,305.75,44.49
398.91,305.75,44.64
400.07,305.75,44.59
401.30,305.75,44.52
402.07,305.80,44.52
401.97,305.80,44.61
406.13,305.80,44.69
402.80,305.80,44.65
402.28,305.80,44.60
402.65,305.85,44.48
402.77,305.85,44.48
402.41,305.85,44.44
398.80,305.85,44.43
396.60,305.85,44.53
397.52,305.90,44.53
397.27,305.90,44.53
399.35,305.90,44.53
398.96,305.90,44.16
398.84,305.95,44.17
402.54,305.95,44.18
405.08,305.95,44.23
404.19,305.95,44.23
402.85,305.95,44.21
404.38,306.00,44.25
401.26,306.00,44.15
400.98,306.00,44.10
398.75,306.00,44.15
398.14,306.00,44.07
398.78,306.05,44.12
395.05,306.05,44.07
394.90,306.05,44.06
391.35,306.05,44.05
392.67,306.05,43.98
391.07,306.10,43.94
390.09,306.10,43.88
395.24,306.10,44.10
398.60,306.10,44.51
398.18,306.10,44.19
400.17,306.15,44.26
402.80,306.15,44.24
401.36,306.15,44.16
398.85,306.15,44.06
394.11,306.15,43.95
395.82,306.20,44.00
397.08,306.20,44.03
392.70,306.20,44.11
393.87,306.20,44.07
392.70,306.20,44.10
392.31,306.25,44.14
394.88,306.25,44.17
392.77,306.25,44.07
393.69,306.25,44.13
390.84,306.30,44.08
391.88,306.30,44.04
391.21,306.30,44.10
390.75,306.30,44.09
389.77,306.30,44.46
392.28,306.35,44.79
391.24,306.35,44.67
390.44,306.35,44.40
391.36,306.35,44.50
388.27,306.35,44.32
386.28,306.40,44.40
385.82,306.40,44.48
388.30,306.40,44.53
385.02,306.40,44.40
387.54,306.40,44.43
388.85,306.45,44.43
387.69,306.45,44.42
388.76,306.45,44.49
388.43,306.45,44.37
388.49,306.45,44.40
387.57,306.50,44.64
389.04,306.50,44.58
391.37,306.50,44.54
391.43,306.50,44.54
